SSC_NAME16	LabourForceStatus	persons
Cobbitty	Unemployed (looking for work)	29
Cobramunga	Employed (full-time)	10
Cobramunga	Employed (part-time)	6
Cobramunga	Not in the labour force	9
Cockwhy	Employed (full-time)	5
Cockwhy	Employed (part-time)	6
Cockwhy	Not in the labour force	3
Codrington (NSW)	Employed (full-time)	17
Codrington (NSW)	Employed (part-time)	11
Codrington (NSW)	Not in the labour force	20
Codrington (NSW)	Unemployed (looking for work)	3
Coffee Camp	Employed (away from work)	9
Coffee Camp	Employed (full-time)	39
Coffee Camp	Employed (part-time)	36
Coffee Camp	Not in the labour force	75
Coffee Camp	Unemployed (looking for work)	10
Coffs Harbour	Employed (away from work)	539
Coffs Harbour	Employed (full-time)	5613
Coffs Harbour	Employed (part-time)	3940
Coffs Harbour	Not in the labour force	8347
Coffs Harbour	Unemployed (looking for work)	839
Coggan	Not in the labour force	4
Cogra Bay	Employed (full-time)	4
Cogra Bay	Employed (part-time)	4
Cogra Bay	Not in the labour force	3
Coila	Employed (full-time)	8
Coila	Employed (part-time)	12
Coila	Not in the labour force	21
Coldstream (NSW)	Employed (away from work)	6
Coldstream (NSW)	Employed (full-time)	13
Coldstream (NSW)	Employed (part-time)	5
Coldstream (NSW)	Not in the labour force	18
Coleambally	Employed (away from work)	48
Coleambally	Employed (full-time)	413
Coleambally	Employed (part-time)	190
Coleambally	Not in the labour force	273
Coleambally	Unemployed (looking for work)	19
Colebee	Employed (away from work)	34
Colebee	Employed (full-time)	805
Colebee	Employed (part-time)	218
Colebee	Not in the labour force	295
Colebee	Unemployed (looking for work)	47
Coledale	Employed (away from work)	38
Coledale	Employed (full-time)	365
Coledale	Employed (part-time)	226
Coledale	Not in the labour force	276
Coledale	Unemployed (looking for work)	31
Colinroobie	Employed (away from work)	3
Colinroobie	Employed (full-time)	14
Colinroobie	Employed (part-time)	12
Colinroobie	Not in the labour force	13
Colinton (NSW)	Employed (away from work)	10
Colinton (NSW)	Employed (full-time)	38
Colinton (NSW)	Employed (part-time)	26
Colinton (NSW)	Not in the labour force	31
Collarenebri	Employed (away from work)	3
Collarenebri	Employed (full-time)	134
Collarenebri	Employed (part-time)	74
Collarenebri	Not in the labour force	221
Collarenebri	Unemployed (looking for work)	31
Collaroy (NSW)	Employed (away from work)	201
Collaroy (NSW)	Employed (full-time)	2748
Collaroy (NSW)	Employed (part-time)	1314
Collaroy (NSW)	Not in the labour force	1671
Collaroy (NSW)	Unemployed (looking for work)	142
Collaroy Plateau	Employed (away from work)	91
Collaroy Plateau	Employed (full-time)	1510
Collaroy Plateau	Employed (part-time)	835
Collaroy Plateau	Not in the labour force	978
Collaroy Plateau	Unemployed (looking for work)	72
Collector	Employed (away from work)	6
Collector	Employed (full-time)	108
Collector	Employed (part-time)	42
Collector	Not in the labour force	61
Collector	Unemployed (looking for work)	6
Collendina	Employed (away from work)	4
Collendina	Employed (full-time)	38
Collendina	Employed (part-time)	13
Collendina	Not in the labour force	23
Collerina	Employed (full-time)	25
Collerina	Employed (part-time)	3
Collerina	Not in the labour force	13
Collie (NSW)	Employed (away from work)	3
Collie (NSW)	Employed (full-time)	86
Collie (NSW)	Employed (part-time)	20
Collie (NSW)	Not in the labour force	36
Collie (NSW)	Unemployed (looking for work)	3
Collingullie	Employed (away from work)	12
Collingullie	Employed (full-time)	61
Collingullie	Employed (part-time)	32
Collingullie	Not in the labour force	39
Collingullie	Unemployed (looking for work)	4
Collingwood (NSW)	Employed (away from work)	4
Collingwood (NSW)	Employed (full-time)	11
Collingwood (NSW)	Employed (part-time)	13
Collingwood (NSW)	Not in the labour force	11
Collins Creek	Employed (away from work)	6
Collins Creek	Employed (full-time)	30
Collins Creek	Employed (part-time)	28
Collins Creek	Not in the labour force	36
Collombatti	Employed (away from work)	20
Collombatti	Employed (full-time)	107
Collombatti	Employed (part-time)	106
Collombatti	Not in the labour force	235
Collombatti	Unemployed (looking for work)	22
Colly Blue	Employed (full-time)	11
Colly Blue	Not in the labour force	9
Colo (Hawkesbury - NSW)	Employed (away from work)	3
Colo (Hawkesbury - NSW)	Employed (full-time)	22
Colo (Hawkesbury - NSW)	Employed (part-time)	13
Colo (Hawkesbury - NSW)	Not in the labour force	10
Colo Heights	Employed (away from work)	8
Colo Heights	Employed (full-time)	75
Colo Heights	Employed (part-time)	54
Colo Heights	Not in the labour force	98
Colo Heights	Unemployed (looking for work)	3
Colo Vale	Employed (away from work)	31
Colo Vale	Employed (full-time)	440
Colo Vale	Employed (part-time)	275
Colo Vale	Not in the labour force	422
Colo Vale	Unemployed (looking for work)	39
Colyton	Employed (away from work)	241
Colyton	Employed (full-time)	2477
Colyton	Employed (part-time)	922
Colyton	Not in the labour force	2367
Colyton	Unemployed (looking for work)	305
Comara	Employed (full-time)	3
Comara	Employed (part-time)	4
Comara	Not in the labour force	12
Combaning	Employed (away from work)	3
Combaning	Employed (full-time)	33
Combaning	Employed (part-time)	15
Combaning	Not in the labour force	21
Combara	Employed (away from work)	3
Combara	Employed (full-time)	24
Combara	Employed (part-time)	8
Combara	Not in the labour force	13
Comberton	Employed (full-time)	3
Comberton	Employed (part-time)	4
Comberton	Not in the labour force	16
Comboyne	Employed (away from work)	18
Comboyne	Employed (full-time)	127
Comboyne	Employed (part-time)	48
Comboyne	Not in the labour force	148
Comboyne	Unemployed (looking for work)	17
Come By Chance	Employed (away from work)	4
Come By Chance	Employed (full-time)	53
Come By Chance	Employed (part-time)	8
Come By Chance	Not in the labour force	21
Come By Chance	Unemployed (looking for work)	3
Comerong Island	Employed (full-time)	3
Comerong Island	Employed (part-time)	4
Comerong Island	Not in the labour force	3
Commissioners Creek	Employed (full-time)	13
Commissioners Creek	Employed (part-time)	3
Commissioners Creek	Not in the labour force	20
Commissioners Creek	Unemployed (looking for work)	3
Como (NSW)	Employed (away from work)	88
Como (NSW)	Employed (full-time)	1263
Como (NSW)	Employed (part-time)	694
Como (NSW)	Not in the labour force	788
Como (NSW)	Unemployed (looking for work)	62
Comobella	Employed (full-time)	21
Comobella	Employed (part-time)	5
Comobella	Not in the labour force	12
Conargo	Employed (away from work)	4
Conargo	Employed (full-time)	25
Conargo	Employed (part-time)	23
Conargo	Not in the labour force	28
Conargo	Unemployed (looking for work)	3
Concord	Employed (away from work)	304
Concord	Employed (full-time)	4539
Concord	Employed (part-time)	2153
Concord	Not in the labour force	4069
Concord	Unemployed (looking for work)	326
Concord West	Employed (away from work)	145
Concord West	Employed (full-time)	1815
Concord West	Employed (part-time)	859
Concord West	Not in the labour force	1641
Concord West	Unemployed (looking for work)	124
Condell Park	Employed (away from work)	264
Condell Park	Employed (full-time)	2732
Condell Park	Employed (part-time)	1383
Condell Park	Not in the labour force	3596
Condell Park	Unemployed (looking for work)	392
Condobolin	Employed (away from work)	112
Condobolin	Employed (full-time)	858
Condobolin	Employed (part-time)	408
Condobolin	Not in the labour force	940
Condobolin	Unemployed (looking for work)	122
Condong	Employed (away from work)	4
Condong	Employed (full-time)	80
Condong	Employed (part-time)	52
Condong	Not in the labour force	86
Condong	Unemployed (looking for work)	8
Coneac	Employed (part-time)	3
Coneac	Not in the labour force	6
Congarinni	Employed (away from work)	3
Congarinni	Employed (full-time)	68
Congarinni	Employed (part-time)	59
Congarinni	Not in the labour force	115
Congarinni	Unemployed (looking for work)	3
Congarinni North	Employed (away from work)	14
Congarinni North	Employed (full-time)	67
Congarinni North	Employed (part-time)	66
Congarinni North	Not in the labour force	113
Congarinni North	Unemployed (looking for work)	9
Congewai	Employed (away from work)	4
Congewai	Employed (full-time)	41
Congewai	Employed (part-time)	32
Congewai	Not in the labour force	60
Congewai	Unemployed (looking for work)	6
Congo	Employed (away from work)	5
Congo	Employed (full-time)	35
Congo	Employed (part-time)	43
Congo	Not in the labour force	76
Congo	Unemployed (looking for work)	6
Conimbia	Employed (full-time)	10
Conimbia	Employed (part-time)	3
Coniston	Employed (away from work)	46
Coniston	Employed (full-time)	538
Coniston	Employed (part-time)	340
Coniston	Not in the labour force	776
Coniston	Unemployed (looking for work)	88
Conjola	Employed (away from work)	4
Conjola	Employed (full-time)	46
Conjola	Employed (part-time)	35
Conjola	Not in the labour force	35
Conjola	Unemployed (looking for work)	3
Conjola Park	Employed (away from work)	9
Conjola Park	Employed (full-time)	62
Conjola Park	Employed (part-time)	50
Conjola Park	Not in the labour force	121
Conjola Park	Unemployed (looking for work)	11
Connells Point	Employed (away from work)	72
Connells Point	Employed (full-time)	866
Connells Point	Employed (part-time)	450
Connells Point	Not in the labour force	785
Connells Point	Unemployed (looking for work)	46
Constitution Hill	Employed (away from work)	91
Constitution Hill	Employed (full-time)	1129
Constitution Hill	Employed (part-time)	491
Constitution Hill	Not in the labour force	1139
Constitution Hill	Unemployed (looking for work)	138
Coogee (NSW)	Employed (away from work)	397
Coogee (NSW)	Employed (full-time)	6644
Coogee (NSW)	Employed (part-time)	2149
Coogee (NSW)	Not in the labour force	2154
Coogee (NSW)	Unemployed (looking for work)	309
Cookamidgera	Employed (away from work)	4
Cookamidgera	Employed (full-time)	48
Cookamidgera	Employed (part-time)	14
Cookamidgera	Not in the labour force	51
Cookamidgera	Unemployed (looking for work)	4
Cookardinia	Employed (full-time)	22
Cookardinia	Employed (part-time)	13
Cookardinia	Not in the labour force	15
Cooks Gap	Employed (away from work)	15
Cooks Gap	Employed (full-time)	120
Cooks Gap	Employed (part-time)	67
Cooks Gap	Not in the labour force	165
Cooks Gap	Unemployed (looking for work)	9
Cooks Hill	Employed (away from work)	81
Cooks Hill	Employed (full-time)	1295
Cooks Hill	Employed (part-time)	609
Cooks Hill	Not in the labour force	856
Cooks Hill	Unemployed (looking for work)	129
Cooks Myalls	Employed (full-time)	18
Cooks Myalls	Employed (part-time)	6
Cooks Myalls	Not in the labour force	7
Coolabah	Employed (full-time)	24
Coolabah	Employed (part-time)	3
Coolabah	Not in the labour force	10
Coolac	Employed (full-time)	66
Coolac	Employed (part-time)	32
Coolac	Not in the labour force	42
Coolac	Unemployed (looking for work)	4
Coolagolite	Employed (away from work)	12
Coolagolite	Employed (full-time)	52
Coolagolite	Employed (part-time)	49
Coolagolite	Not in the labour force	103
Coolagolite	Unemployed (looking for work)	10
Coolah	Employed (away from work)	19
Coolah	Employed (full-time)	321
Coolah	Employed (part-time)	179
Coolah	Not in the labour force	366
Coolah	Unemployed (looking for work)	29
Coolamon	Employed (away from work)	62
Coolamon	Employed (full-time)	569
Coolamon	Employed (part-time)	269
Coolamon	Not in the labour force	590
Coolamon	Unemployed (looking for work)	54
Coolangatta (NSW)	Employed (away from work)	16
Coolangatta (NSW)	Employed (full-time)	85
Coolangatta (NSW)	Employed (part-time)	72
Coolangatta (NSW)	Not in the labour force	88
Coolatai	Employed (away from work)	5
Coolatai	Employed (full-time)	45
Coolatai	Employed (part-time)	11
Coolatai	Not in the labour force	27
Cooleys Creek	Employed (full-time)	3
Cooleys Creek	Not in the labour force	8
Coolgardie (NSW)	Employed (full-time)	19
Coolgardie (NSW)	Employed (part-time)	16
Coolgardie (NSW)	Not in the labour force	47
Coolgardie (NSW)	Unemployed (looking for work)	5
Coolongolook	Employed (away from work)	7
Coolongolook	Employed (full-time)	67
Coolongolook	Employed (part-time)	53
Coolongolook	Not in the labour force	154
Coolongolook	Unemployed (looking for work)	9
Coolringdon	Employed (full-time)	31
Coolringdon	Employed (part-time)	14
Coolringdon	Not in the labour force	12
Coolumbooka	Employed (full-time)	3
Cooma (NSW)	Employed (away from work)	163
Cooma (NSW)	Employed (full-time)	1693
Cooma (NSW)	Employed (part-time)	1007
Cooma (NSW)	Not in the labour force	2113
Cooma (NSW)	Unemployed (looking for work)	144
Coomba Bay	Employed (away from work)	4
Coomba Bay	Employed (full-time)	15
Coomba Bay	Employed (part-time)	16
Coomba Bay	Not in the labour force	62
Coomba Bay	Unemployed (looking for work)	4
Coomba Park	Employed (away from work)	6
Coomba Park	Employed (full-time)	60
Coomba Park	Employed (part-time)	61
Coomba Park	Not in the labour force	326
Coomba Park	Unemployed (looking for work)	32
Coombadjha	Employed (full-time)	10
Coombadjha	Not in the labour force	3
Coombell	Employed (full-time)	3
Coombell	Employed (part-time)	4
Coombell	Not in the labour force	3
Coomealla	Employed (away from work)	20
Coomealla	Employed (full-time)	180
Coomealla	Employed (part-time)	112
Coomealla	Not in the labour force	222
Coomealla	Unemployed (looking for work)	20
Coomoo Coomoo	Employed (full-time)	4
Coomoo Coomoo	Employed (part-time)	3
Coonabarabran	Employed (away from work)	73
Coonabarabran	Employed (full-time)	638
Coonabarabran	Employed (part-time)	387
Coonabarabran	Not in the labour force	1212
Coonabarabran	Unemployed (looking for work)	104
Coonamble	Employed (away from work)	83
Coonamble	Employed (full-time)	592
Coonamble	Employed (part-time)	276
Coonamble	Not in the labour force	753
Coonamble	Unemployed (looking for work)	101
Cooperabung	Employed (away from work)	5
Cooperabung	Employed (full-time)	81
Cooperabung	Employed (part-time)	50
Cooperabung	Not in the labour force	67
Cooperabung	Unemployed (looking for work)	4
Coopernook	Employed (away from work)	14
Coopernook	Employed (full-time)	94
Coopernook	Employed (part-time)	85
Coopernook	Not in the labour force	187
Coopernook	Unemployed (looking for work)	32
Coopers Gully	Employed (away from work)	3
Coopers Gully	Employed (full-time)	49
Coopers Gully	Employed (part-time)	25
Coopers Gully	Not in the labour force	38
Coopers Shoot	Employed (away from work)	11
Coopers Shoot	Employed (full-time)	48
Coopers Shoot	Employed (part-time)	44
Coopers Shoot	Not in the labour force	94
Coopers Shoot	Unemployed (looking for work)	3
Cooplacurripa	Employed (full-time)	6
Cooplacurripa	Employed (part-time)	3
Cooplacurripa	Not in the labour force	4
Coorabell	Employed (away from work)	10
Coorabell	Employed (full-time)	82
Coorabell	Employed (part-time)	98
Coorabell	Not in the labour force	110
Coorabell	Unemployed (looking for work)	16
Cooranbong	Employed (away from work)	128
Cooranbong	Employed (full-time)	1256
Cooranbong	Employed (part-time)	761
Cooranbong	Not in the labour force	1957
Cooranbong	Unemployed (looking for work)	167
Cootamundra	Employed (away from work)	143
Cootamundra	Employed (full-time)	1510
Cootamundra	Employed (part-time)	847
Cootamundra	Not in the labour force	2582
Cootamundra	Unemployed (looking for work)	169
Cootralantra	Employed (away from work)	4
Cootralantra	Employed (full-time)	29
Cootralantra	Employed (part-time)	16
Cootralantra	Not in the labour force	18
Cooyal	Employed (away from work)	3
Cooyal	Employed (full-time)	28
Cooyal	Employed (part-time)	21
Cooyal	Not in the labour force	25
Cooyal	Unemployed (looking for work)	3
Copacabana	Employed (away from work)	64
Copacabana	Employed (full-time)	779
Copacabana	Employed (part-time)	524
Copacabana	Not in the labour force	604
Copacabana	Unemployed (looking for work)	93
Cope	Employed (away from work)	6
Cope	Employed (full-time)	22
Cope	Employed (part-time)	12
Cope	Not in the labour force	32
Cope	Unemployed (looking for work)	3
